annual_rainfall_mm,monsoon_rainfall_mm,pre_monsoon_rainfall_mm,post_monsoon_rainfall_mm,cloud_visibility_km,flood
1040.1,614.7,93.2,332.2,5.99,0
864.1,676.3,60.1,127.8,1.02,0
952.0,581.2,52.9,317.9,4.18,0
3104.8,2388.9,228.7,487.3,10.62,1
1433.7,1135.0,276.6,50.0,5.73,0
2280.3,1339.9,310.8,629.6,2.8,1
1950.9,1123.7,240.6,586.5,2.03,1
2947.9,2461.1,317.3,169.4,1.88,1
2120.0,1460.5,331.3,328.2,10.06,1
2151.8,1590.3,153.2,408.3,9.38,1
3470.5,1933.0,317.3,1200.0,8.02,1
1205.3,763.7,178.9,262.8,7.75,0
3042.9,2135.0,370.8,537.1,2.72,1
939.7,766.7,155.5,50.0,7.76,0
2089.7,1319.5,385.7,384.5,1.37,1
3193.1,2498.8,554.0,140.3,13.92,1
2596.1,1943.6,201.5,451.0,1.34,1
2650.1,1549.2,168.9,932.0,6.64,1
1511.0,964.0,114.0,433.0,0.51,0
1930.2,1199.3,323.4,407.5,11.9,0
1789.8,1222.0,334.8,233.0,2.91,1
2207.9,1635.2,416.9,155.8,13.91,1
2048.0,1392.7,194.0,461.3,1.14,1
1682.6,1048.9,296.2,337.5,12.4,0
1624.8,1232.8,211.9,180.0,10.02,0
1477.3,1071.5,256.2,149.6,4.12,0
1785.6,1260.3,236.2,289.2,3.44,1
1204.8,863.1,86.6,255.2,5.69,0
3154.7,1945.1,195.2,1014.4,12.51,1
2425.7,1829.3,469.6,126.8,13.0,1
1161.2,773.7,132.2,255.3,3.04,0
2673.4,1761.9,274.2,637.3,5.62,1
3088.7,1837.5,319.5,931.7,3.94,1
1441.3,1050.8,154.0,236.5,2.28,0
1206.6,881.8,231.4,93.5,9.87,0
823.3,536.8,48.9,237.5,5.52,0
927.6,749.4,62.9,115.2,3.77,0
2858.1,2296.9,481.4,79.8,13.06,1
3465.4,2019.3,458.9,987.2,11.35,1
921.2,698.7,63.8,158.6,11.72,0
2819.8,1884.0,155.6,780.2,1.07,1
994.0,844.8,83.1,66.1,13.77,0
2398.8,1481.3,213.8,703.7,8.83,1
2841.4,1801.9,148.1,891.4,7.81,1
1769.9,1208.2,145.9,415.8,0.65,1
829.5,523.1,133.3,173.1,13.52,0
2407.0,1823.5,429.2,154.3,8.39,1
3476.4,2413.5,642.2,420.6,12.46,1
1495.6,921.7,162.2,411.7,10.0,0
1311.6,920.6,128.4,262.6,12.05,0
1134.6,926.6,226.9,50.0,10.55,0
2299.2,1811.1,380.3,107.8,13.85,1
2410.4,1686.4,314.8,409.2,3.77,1
2939.1,1870.9,259.3,809.0,3.43,1
2833.3,1711.2,278.2,843.9,10.83,1
3209.9,2611.3,408.6,190.0,7.77,1
2975.6,2270.5,390.7,314.3,9.19,1
1467.6,1059.1,76.4,332.1,10.77,0
2300.9,1872.5,446.2,50.0,8.44,1
1603.0,940.2,218.6,444.3,11.92,0
1690.4,1275.8,233.9,180.7,5.12,0
3316.2,2039.5,271.0,1005.7,12.96,1
2641.1,1548.2,435.1,657.8,2.06,1
3431.4,2366.6,551.0,513.8,9.69,1
1925.7,1282.9,123.8,519.0,13.41,0
2251.1,1873.7,313.5,63.9,4.16,1
2115.2,1369.0,314.6,431.7,5.24,1
1089.7,865.7,191.1,50.0,4.93,0
1439.1,1114.8,116.4,207.9,8.68,0
2224.6,1669.3,404.1,151.2,6.49,1
981.9,811.2,117.1,53.7,2.07,0
3314.9,2228.9,213.7,872.3,13.42,1
1134.4,756.5,74.7,303.2,3.47,0
1334.5,798.4,106.3,429.8,8.24,0
2866.4,1813.6,264.9,787.8,9.12,1
1061.7,864.2,132.1,65.4,1.09,0
3230.8,2236.7,524.4,469.7,1.89,1
2759.4,1800.2,215.3,743.9,14.59,1
985.3,605.8,196.0,183.5,10.14,0
2668.0,1855.6,198.0,614.4,0.99,1
2505.4,1916.6,350.5,238.2,12.02,1
2844.8,1809.3,538.6,496.9,7.87,1
3036.1,2360.0,530.9,145.2,1.59,1
2739.5,2024.4,403.2,312.0,10.37,1
2382.7,1873.4,374.9,134.4,7.74,1
1670.7,1044.6,117.2,508.9,3.47,1
2682.6,1983.3,138.0,561.3,13.23,1
3383.8,2017.2,389.6,977.1,4.73,1
2386.3,1572.9,151.4,662.0,4.63,1
2593.7,1990.2,268.9,334.7,4.46,1
1980.2,1464.4,165.5,350.4,11.63,0
2841.5,1723.0,532.6,585.9,10.74,1
3493.7,2821.2,635.9,50.0,13.6,1
1233.1,697.9,213.1,322.0,3.83,0
1346.5,981.0,211.5,154.0,11.9,0
2256.5,1907.1,165.0,184.5,8.81,1
2099.7,1489.6,120.2,489.8,4.98,1
2343.2,1851.6,347.0,144.6,1.01,1
932.5,679.4,136.5,116.7,12.37,0
1891.5,1484.7,199.4,207.4,4.0,1
2374.0,1772.6,287.0,314.4,9.66,1
2380.0,1802.5,293.6,283.9,8.46,1
2574.8,1592.1,221.4,761.3,0.56,1
2744.6,2120.3,266.6,357.7,14.92,1
2532.2,1573.4,285.5,673.2,12.31,1
2933.7,2476.6,412.1,50.0,7.55,1
2486.9,1537.7,480.9,468.3,10.36,1
2251.3,1398.1,294.4,558.8,7.41,1
2436.7,1967.9,389.1,79.7,11.3,1
1073.2,668.5,183.6,221.1,2.45,0
1537.5,1012.1,103.1,422.4,6.97,0
2224.0,1700.0,329.1,194.9,5.37,1
3157.1,1886.7,386.2,884.2,7.17,1
2633.4,1574.1,357.8,701.6,7.03,1
1044.1,726.6,58.2,259.3,2.57,0
2399.1,1494.9,446.1,458.1,14.66,1
1398.7,868.2,269.8,260.7,0.72,0
2781.8,1537.7,140.5,1103.6,0.65,1
3034.1,2005.9,248.5,779.6,5.91,1
2402.3,1550.6,185.0,666.6,9.5,1
2396.7,1340.6,400.7,655.4,3.1,1
1714.2,1262.3,239.5,212.4,8.23,0
2004.9,1479.6,153.6,371.7,10.98,0
3133.1,1789.7,539.2,804.2,1.86,1
2753.0,1776.0,283.6,693.4,14.77,1
2203.3,1788.8,262.5,152.1,5.38,1
1794.2,1300.2,193.9,300.1,9.82,0
936.0,630.5,120.0,185.5,2.11,0
1186.1,817.9,144.7,223.5,10.79,0
1321.2,809.2,120.5,391.5,12.69,0
1808.1,1434.9,205.6,167.7,2.03,1
3349.2,2760.4,623.8,50.0,2.33,1
2163.9,1781.3,271.4,111.2,4.58,1
1434.1,885.1,268.8,280.2,0.67,1
1085.5,698.2,143.9,243.4,14.8,0
1713.4,1024.9,283.3,405.2,9.18,0
3002.5,1928.1,282.3,792.1,9.31,1
1835.0,1192.5,309.3,333.2,14.4,0
2885.8,2135.3,258.7,491.8,12.56,1
2967.3,1800.8,157.1,1009.4,12.31,1
1099.2,907.8,81.5,110.0,5.42,0
2443.4,1419.4,130.1,893.8,5.36,1
3389.6,1871.3,651.0,867.3,4.73,1
1885.8,1520.8,377.1,50.0,5.53,1
937.5,713.6,154.1,69.9,5.86,0
3292.9,2162.2,218.1,912.7,2.53,1
3185.9,2321.4,588.9,275.6,5.66,1
2209.8,1363.6,357.0,489.2,6.98,1
2291.1,1375.8,228.7,686.5,4.99,1
1371.7,948.3,171.9,251.5,2.9,0
3012.5,1976.1,449.7,586.8,5.91,1
2146.2,1576.5,115.1,454.6,7.47,1
